Probe Name,Annotation,Accession #,NS Probe ID,Class Name,Analyte Type,% Samples above Threshold,20190927_RQ-016723_Control-1_01.RCC,20190927_RQ-016723_Control-2_02.RCC,20190927_RQ-016723_Control-3_03.RCC,20190927_RQ-016723_Control-K-1_07.RCC,20190927_RQ-016723_Control-K-2_08.RCC,20190927_RQ-016723_Control-K-3_09.RCC,20190927_RQ-016723_FHKO-1_04.RCC,20190927_RQ-016723_FHKO-2_05.RCC,20190927_RQ-016723_FHKO-3_06.RCC,20190927_RQ-016723_FHKO-K-1_10.RCC,20190927_RQ-016723_FHKO-K-2_11.RCC,20190927_RQ-016723_FHKO-K-3_12.RCC
Hist1h1c,,NM_015786.3,,Endogenous,mRNA,100.00,4976.81,5188.87,3840.83,2718.75,2199.98,2053.38,5293.22,4145.85,4360.74,2524.00,2190.83,2083.73
Hist2h2aa1,,NM_013549.2,,Endogenous,mRNA,100.00,10800.06,9890.69,7693.08,2496.50,2035.62,2014.81,10633.42,8200.98,9121.18,2242.56,2314.56,2326.23
Hivep1,,NM_007772.2,,Endogenous,mRNA,100.00,95.99,101.05,126.60,282.36,277.71,300.81,150.64,226.39,161.68,304.96,268.26,271.41
Hmgb1,,NM_010439.3,,Endogenous,mRNA,100.00,111.99,230.39,285.56,1448.14,1620.94,1585.46,313.72,679.18,368.26,1555.60,1500.41,1454.20
Hnf1b,,NM_009330.2,,Endogenous,mRNA,100.00,8.73,19.20,11.42,3556.05,3511.09,2617.29,17.97,17.48,11.23,3270.98,3379.30,2922.84
Hoxd4,,NM_010469.2,,Endogenous,mRNA,100.00,8.73,12.13,10.47,506.01,523.31,512.49,15.20,16.65,8.98,586.39,543.81,480.18
Hpgd,,NM_008278.2,,Endogenous,mRNA,100.00,186.16,372.87,468.32,654.18,429.79,574.19,721.43,1108.67,979.03,616.40,439.83,441.64
Hpgds,,NM_019455.4,,Endogenous,mRNA,100.00,225.43,291.02,367.42,33.55,32.12,28.28,433.96,943.87,559.13,30.82,30.15,20.88
Hras,,NM_001130443.1,,Endogenous,mRNA,100.00,967.15,766.96,807.19,999.44,989.94,1090.11,726.95,682.51,705.08,979.75,1036.67,968.39
Hspg2,,NM_008305.3,,Endogenous,mRNA,100.00,5.82,7.07,5.71,499.02,421.29,444.78,4.15,5.83,7.86,453.38,473.10,386.23
Icam1,,NM_010493.2,,Endogenous,mRNA,100.00,472.67,457.75,409.31,219.46,208.76,188.54,406.32,435.31,465.94,207.63,183.00,179.06
Icos,,NM_017480.1,,Endogenous,mRNA,100.00,14.54,9.09,6.66,9.78,21.73,17.14,4.15,9.16,6.74,15.41,12.48,11.24
Icosl,,NM_015790.3,,Endogenous,mRNA,100.00,66.90,90.94,70.44,171.93,182.31,181.68,105.04,91.56,102.17,157.34,186.12,151.76
Id1,,NM_010495.2,,Endogenous,mRNA,100.00,103.26,105.09,90.43,459.88,693.34,575.05,207.31,158.98,247.00,564.49,625.95,566.90
Id2,,NM_010496.3,,Endogenous,mRNA,100.00,1212.93,1524.83,1865.68,12857.12,11349.39,9549.59,1827.06,2961.44,2611.51,12886.84,10432.17,11745.98
Id3,,NM_008321.2,,Endogenous,mRNA,100.00,159.98,167.74,161.82,451.49,460.97,518.49,360.71,242.21,369.38,491.50,573.96,450.47
Ido1,,NM_008324.1,,Endogenous,mRNA,100.00,7.27,4.04,3.81,13.98,14.17,6.00,6.91,8.32,7.86,6.49,9.36,6.42
Ido2,,NM_145949.2,,Endogenous,mRNA,100.00,11.63,10.10,11.42,109.03,112.41,106.27,8.29,18.31,6.74,114.36,138.29,112.42
Ier3,,NM_133662.2,,Endogenous,mRNA,100.00,82.90,77.81,78.05,276.77,351.39,266.53,102.27,98.22,89.82,306.58,267.22,264.18
Ifit1bl1,,NM_001101605.1,,Endogenous,mRNA,100.00,10.18,18.19,10.47,51.72,64.23,57.42,16.58,15.81,11.23,47.85,44.71,30.51
Ifit1bl2,,NM_053217.2,,Endogenous,mRNA,100.00,10.18,9.09,10.47,26.56,24.56,24.85,8.29,11.65,23.58,22.71,28.07,23.29
Ifna1,,NM_010502.2,,Endogenous,mRNA,100.00,18.91,8.08,12.37,22.37,58.57,41.14,12.44,14.15,12.35,22.71,33.27,26.50
Ifnar1,,NM_010508.1,,Endogenous,mRNA,100.00,1055.86,1209.56,1294.55,587.08,556.37,586.19,1344.73,1342.55,1348.42,604.24,584.36,610.26
Ifnar2,,NM_001110498.1,,Endogenous,mRNA,100.00,888.61,1020.60,949.97,387.20,419.40,353.94,1054.50,1099.51,1205.83,386.87,340.01,366.16
Ifnb1,,NM_010510.1,,Endogenous,mRNA,100.00,18.91,13.14,6.66,23.76,16.06,13.71,9.67,10.82,8.98,6.49,17.68,13.65
Ifng,,NM_008337.1,,Endogenous,mRNA,100.00,7.27,11.12,12.37,23.76,20.78,19.71,9.67,14.15,14.60,8.11,7.28,14.45
Ifngr1,,NM_010511.2,,Endogenous,mRNA,100.00,1729.23,1989.66,2053.20,754.82,616.83,674.46,2215.41,2532.79,2493.62,667.50,628.03,546.03
Igf1,,NM_001111274.1,,Endogenous,mRNA,100.00,922.06,917.53,1034.69,57.31,61.40,65.13,990.92,1466.57,1273.19,49.47,58.23,49.78
Igf2,,NM_010514.3,,Endogenous,mRNA,100.00,10.18,8.08,7.62,13.98,24.56,11.14,9.67,11.65,16.84,16.22,17.68,20.07
Ikbke,,NM_019777.3,,Endogenous,mRNA,100.00,273.42,262.73,310.31,48.92,50.06,48.85,281.94,372.05,318.86,30.01,37.43,34.53
Ikzf1,,NM_009578.2,,Endogenous,mRNA,100.00,335.96,370.85,405.50,61.50,61.40,80.56,421.52,449.46,495.13,72.18,69.67,57.81
Il10,,NM_010548.1,,Endogenous,mRNA,100.00,13.09,23.24,30.46,11.18,7.56,10.28,29.02,27.47,21.33,6.49,9.36,8.03
Il10ra,,NM_008348.2,,Endogenous,mRNA,100.00,565.75,693.20,680.59,74.08,72.73,77.13,722.81,760.75,703.96,71.37,61.35,53.80
Il12a,,NM_008351.1,,Endogenous,mRNA,91.67,11.63,9.09,12.37,8.39,3.78,6.86,8.29,4.16,11.23,4.06,4.16,1.00
Il12b,,NM_001303244.1,,Endogenous,mRNA,100.00,18.91,12.13,10.47,29.35,30.23,27.42,9.67,15.81,6.74,33.25,33.27,41.75
Il13,,NM_008355.2,,Endogenous,mRNA,100.00,21.82,11.12,5.71,18.17,17.95,7.71,13.82,5.83,8.98,6.49,9.36,13.65
Il15,,NM_008357.2,,Endogenous,mRNA,100.00,66.90,81.85,103.75,163.54,196.48,191.11,93.98,149.82,106.66,227.91,201.72,191.91
Il15ra,,NM_008358.2,,Endogenous,mRNA,100.00,14.54,14.15,17.13,118.81,119.96,129.41,19.35,19.14,29.19,107.87,137.25,132.49
Il17ra,,NM_008359.1,,Endogenous,mRNA,100.00,164.34,159.66,166.58,320.10,293.77,305.95,176.90,198.10,215.57,334.97,362.89,353.31
Il18,,NM_008360.1,,Endogenous,mRNA,100.00,61.08,69.72,73.29,90.86,80.29,103.70,60.81,127.35,112.27,72.18,90.46,87.52
Il18r1,,NM_001161842.1,,Endogenous,mRNA,100.00,18.91,18.19,9.52,39.14,40.62,26.57,15.20,10.82,11.23,26.76,21.84,20.07
Il1a,,NM_010554.4,,Endogenous,mRNA,100.00,5.82,5.05,13.33,5.59,1.89,2.57,5.53,8.32,1.12,1.62,1.04,4.82
Il1b,,NM_008361.3,,Endogenous,mRNA,100.00,32.00,32.34,46.64,60.11,51.95,35.14,46.99,52.44,35.93,69.75,60.31,61.03
Il1r1,,NM_001123382.1,,Endogenous,mRNA,100.00,7.27,13.14,2.86,156.56,160.58,158.55,20.73,20.81,16.84,141.12,118.54,111.61
Il1r2,,NM_010555.4,,Endogenous,mRNA,100.00,21.82,9.09,10.47,15.38,23.62,19.71,13.82,4.99,12.35,12.98,16.64,13.65
Il1rap,,NM_134103.2,,Endogenous,mRNA,100.00,58.17,51.54,68.54,107.63,104.85,117.41,70.48,101.54,67.36,146.80,128.93,133.29
Il1rl1,,NM_001025602.2,,Endogenous,mRNA,100.00,42.18,54.57,84.72,15.38,33.06,35.99,55.28,90.72,69.61,26.76,23.92,20.88
Il1rn,,NM_031167.5,,Endogenous,mRNA,100.00,888.61,873.06,966.16,9.78,6.61,5.14,530.70,537.69,537.79,7.30,6.24,4.82
Il2,,NM_008366.3,,Endogenous,mRNA,100.00,11.63,14.15,8.57,13.98,23.62,20.57,16.58,13.32,12.35,9.73,15.60,12.04
Il21r,,NM_021887.1,,Endogenous,mRNA,100.00,75.63,64.67,92.33,30.75,32.12,25.71,84.30,115.69,88.70,31.63,18.72,21.68
Il22,,NM_016971.1,,Endogenous,mRNA,100.00,7.27,3.03,1.90,4.19,4.72,4.29,5.53,3.33,1.12,3.24,5.20,1.61
Il23a,,NM_031252.1,,Endogenous,mRNA,100.00,13.09,7.07,6.66,12.58,14.17,18.00,15.20,14.98,10.10,6.49,12.48,12.85
Il25,,NM_080729.2,,Endogenous,mRNA,100.00,17.45,5.05,3.81,5.59,6.61,10.28,9.67,2.50,10.10,8.92,9.36,7.23
Il27,,NM_145636.1,,Endogenous,mRNA,100.00,10.18,6.06,5.71,4.19,3.78,3.43,2.76,6.66,12.35,3.24,3.12,1.61
Il27ra,,NM_016671.3,,Endogenous,mRNA,100.00,32.00,24.25,43.79,12.58,14.17,11.14,24.88,29.13,31.44,10.54,13.52,6.42
Il3,,NM_010556.4,,Endogenous,mRNA,100.00,21.82,24.25,24.75,23.76,12.28,15.43,27.64,29.96,21.33,8.11,11.44,7.23
Il33,,NM_133775.1,,Endogenous,mRNA,100.00,10.18,2.02,3.81,152.36,187.03,193.68,16.58,4.16,13.47,188.16,164.29,178.26
Il3ra,,NM_008369.1,,Endogenous,mRNA,100.00,603.56,451.69,464.52,46.13,29.28,27.42,516.88,547.68,412.05,33.25,32.23,33.73
Il4,,NM_021283.1,,Endogenous,mRNA,100.00,8.73,10.10,4.76,4.19,12.28,11.14,9.67,8.32,8.98,8.11,11.44,7.23
Il4i1,,NM_010215.3,,Endogenous,mRNA,100.00,39.27,29.30,34.27,20.97,12.28,14.57,37.32,34.96,28.07,8.11,10.40,8.03
Il4ra,,NM_001008700.3,,Endogenous,mRNA,100.00,250.15,281.93,265.57,240.42,187.03,203.11,279.17,287.99,316.61,208.44,202.76,198.34
Il5,,NM_010558.1,,Endogenous,mRNA,100.00,10.18,5.05,8.57,9.78,7.56,4.29,11.06,11.65,6.74,2.43,2.08,6.42
Il5ra,,NM_008370.2,,Endogenous,mRNA,91.67,8.73,3.03,11.42,27.96,31.17,30.85,6.91,1.00,6.74,44.61,44.71,41.75
Il6,,NM_031168.1,,Endogenous,mRNA,100.00,5.82,8.08,8.57,13.98,15.11,18.00,12.44,5.83,5.61,10.54,7.28,7.23
Il6ra,,NM_010559.2,,Endogenous,mRNA,100.00,271.96,265.76,293.18,109.03,88.79,78.84,351.04,416.17,480.53,75.43,65.51,60.22
Il9,,NM_008373.1,,Endogenous,mRNA,100.00,27.63,12.13,24.75,19.57,14.17,23.14,27.64,13.32,17.96,17.03,15.60,12.85
Insig1,,NM_153526.5,,Endogenous,mRNA,100.00,516.30,582.04,728.19,705.90,696.17,714.74,662.00,794.88,687.12,678.85,765.28,732.32
Insr,,NM_010568.2,,Endogenous,mRNA,100.00,47.99,42.44,51.40,356.44,338.17,326.52,64.96,68.25,48.28,364.16,368.08,361.34
Irf1,,NM_008390.1,,Endogenous,mRNA,100.00,616.65,644.69,617.77,433.32,348.56,354.80,536.23,596.78,581.58,310.63,304.66,423.17
Irf2,,NM_008391.2,,Endogenous,mRNA,100.00,580.29,565.88,646.33,412.36,405.23,428.50,585.99,768.24,828.59,437.16,428.39,418.35
Irf3,,NM_016849.4,,Endogenous,mRNA,100.00,446.49,357.71,357.91,578.70,633.83,611.04,385.59,393.69,403.07,575.85,642.59,598.22
Irf4,,NM_013674.1,,Endogenous,mRNA,100.00,37.81,29.30,43.79,34.95,27.39,23.14,42.84,61.59,57.26,19.47,18.72,19.27
Irf5,,NM_001252382.1,,Endogenous,mRNA,100.00,1909.57,1855.26,1854.26,176.12,155.86,176.54,1929.33,1995.10,2005.22,158.97,158.05,179.87
Irf7,,NM_016850.2,,Endogenous,mRNA,100.00,139.62,149.55,115.18,92.26,86.90,90.84,125.77,110.70,162.80,74.62,80.06,128.48
Irf8,,NM_008320.3,,Endogenous,mRNA,100.00,929.33,928.64,984.24,219.46,202.14,146.55,928.73,920.56,906.06,145.18,137.25,139.72
Isg15,,NM_015783.3,,Endogenous,mRNA,100.00,324.32,275.86,292.23,166.34,123.74,119.98,344.13,273.01,348.05,117.60,127.89,209.58
Itga4,,NM_010576.3,,Endogenous,mRNA,100.00,138.16,235.44,365.52,92.26,52.90,69.42,348.27,736.62,426.64,85.16,61.35,40.15
Itga5,,NM_001314041.1,,Endogenous,mRNA,100.00,299.60,203.11,271.29,40.54,50.06,30.85,322.02,308.80,289.67,47.04,35.35,36.94
Itgal,,NM_008400.2,,Endogenous,mRNA,100.00,362.14,341.55,308.41,69.89,64.23,60.85,382.83,422.83,421.03,56.77,58.23,51.39
Itgam,,NM_001082960.1,,Endogenous,mRNA,100.00,3398.83,3645.85,4001.69,39.14,29.28,27.42,3531.11,4366.42,4451.68,26.76,24.95,23.29
Itgax,,NM_021334.2,,Endogenous,mRNA,100.00,962.78,669.96,757.69,30.75,15.11,20.57,623.30,734.95,626.49,16.22,25.99,18.47
Itgb1,,NM_010578.1,,Endogenous,mRNA,100.00,3119.60,3868.16,4881.23,4705.05,4370.67,4659.53,4582.85,6416.46,4770.54,4558.93,4212.17,4134.54
Itgb2,,NM_008404.4,,Endogenous,mRNA,100.00,6182.48,5055.49,5153.47,74.08,53.84,53.99,4515.13,5311.12,5107.37,53.53,46.79,40.15
Itgb7,,NM_013566.2,,Endogenous,mRNA,100.00,84.35,60.63,51.40,37.74,20.78,30.85,96.74,78.24,76.35,33.25,28.07,27.30
Jag1,,NM_013822.2,,Endogenous,mRNA,100.00,127.98,118.23,135.17,232.04,208.76,232.25,143.73,157.31,138.10,214.93,186.12,171.03
Jak3,,NM_010589.5,,Endogenous,mRNA,100.00,87.26,94.99,69.49,134.19,117.13,116.55,98.12,92.39,110.03,115.17,120.62,103.58
Jun,,NM_010591.2,,Endogenous,mRNA,100.00,692.27,789.19,752.94,225.05,274.88,264.81,648.18,853.97,919.53,279.00,220.43,238.48
Kalrn,,NM_177357.3,,Endogenous,mRNA,100.00,11.63,11.12,14.28,159.35,127.52,121.69,11.06,15.81,10.10,128.15,97.74,115.63
Kcnab1,,NM_010597.3,,Endogenous,mRNA,100.00,11.63,10.10,8.57,41.93,45.34,55.71,12.44,9.99,10.10,32.44,37.43,44.16
Kcnq1ot1,,NR_001461.5,,Endogenous,mRNA,100.00,16.00,18.19,21.89,127.20,102.96,129.41,34.55,32.46,37.05,102.19,113.34,92.34
Kif20a,,NM_009004.3,,Endogenous,mRNA,100.00,388.31,400.15,371.23,37.74,25.50,59.99,469.89,524.37,449.10,43.80,46.79,48.98
Kit,,NM_001122733.1,,Endogenous,mRNA,100.00,7.27,11.12,12.37,60.11,67.07,71.13,12.44,4.99,13.47,72.18,65.51,61.03
Kitl,,NM_013598.1,,Endogenous,mRNA,100.00,180.34,166.73,225.60,315.91,326.83,320.52,326.16,534.36,290.79,317.12,343.13,323.60
Klf10,,NM_013692.2,,Endogenous,mRNA,100.00,225.43,203.11,256.06,134.19,104.85,128.55,204.54,273.01,266.09,132.20,137.25,86.72
Klf4,,NM_010637.3,,Endogenous,mRNA,100.00,101.81,116.21,152.30,110.43,165.31,174.83,167.23,242.21,240.27,111.93,164.29,142.93
Klk1,,NM_010639.7,,Endogenous,mRNA,100.00,26.18,19.20,25.70,79464.52,57832.31,61328.01,23.49,26.63,32.56,67110.66,66263.44,68511.00
Klrk1,,NM_001083322.1,,Endogenous,mRNA,100.00,13.09,12.13,7.62,32.15,15.11,24.85,11.06,18.31,11.23,26.76,16.64,34.53
Krba1,,NM_133922.3,,Endogenous,mRNA,100.00,18.91,22.23,15.23,164.94,140.75,156.83,22.11,20.81,15.72,143.56,144.53,131.69
Lag3,,NM_008479.1,,Endogenous,mRNA,100.00,8.73,6.06,10.47,18.17,17.95,12.00,5.53,9.99,6.74,25.95,11.44,6.42
Lamb2,,NM_008483.3,,Endogenous,mRNA,100.00,26.18,17.18,19.99,479.45,463.80,500.49,17.97,20.81,21.33,426.61,456.47,406.31
Lamb3,,NM_008484.2,,Endogenous,mRNA,100.00,18.91,8.08,9.52,33.55,43.45,23.14,15.20,14.98,14.60,50.29,56.15,28.10
Lamp3,,NM_177356.3,,Endogenous,mRNA,100.00,14.54,11.12,9.52,12.58,14.17,4.29,12.44,7.49,10.10,9.73,10.40,11.24
Laptm5,,NM_010686.3,,Endogenous,mRNA,100.00,14265.79,12549.29,11512.96,296.34,171.92,236.53,12138.46,12223.65,13645.85,180.05,179.88,163.81
Lat,,NM_010689.2,,Endogenous,mRNA,100.00,30.54,25.26,34.27,12.58,5.67,7.71,16.58,21.64,29.19,8.92,5.20,5.62
Lat2,,NM_020044.2,,Endogenous,mRNA,100.00,4006.76,3646.86,3632.37,57.31,42.51,43.71,3102.68,3389.26,3079.69,47.85,45.75,40.15
Ldlr,,NM_010700.2,,Endogenous,mRNA,100.00,671.91,628.53,599.68,205.48,258.82,322.23,688.26,794.88,775.82,250.62,280.74,273.82
Lgals3,,NM_001145953.1,,Endogenous,mRNA,100.00,1274.02,1030.70,1117.50,29.35,19.84,26.57,964.66,1121.15,935.25,12.98,11.44,13.65
Lif,,NM_008501.2,,Endogenous,mRNA,100.00,20.36,8.08,8.57,19.57,14.17,24.00,6.91,14.15,8.98,11.35,14.56,9.64
Lipa,,NM_021460.3,,Endogenous,mRNA,100.00,12511.84,12609.92,12967.43,3972.60,3445.91,3242.04,12145.37,13352.30,12495.03,3424.27,3762.98,3952.26
Loxl2,,NM_033325.2,,Endogenous,mRNA,100.00,17.45,16.17,10.47,139.78,123.74,141.41,12.44,14.98,14.60,120.04,109.18,108.40
Lpl,,NM_008509.2,,Endogenous,mRNA,100.00,17333.04,20626.14,29362.58,9941.28,9481.92,9295.91,28204.68,43298.83,33325.32,9953.25,6164.89,7172.21
Lrp5,,NM_008513.3,,Endogenous,mRNA,100.00,180.34,180.88,157.06,694.72,700.89,682.17,187.96,203.92,223.43,678.04,716.41,582.96
Lrp6,,NM_008514.3,,Endogenous,mRNA,100.00,52.36,119.24,135.17,1128.04,1200.59,1079.82,154.79,172.29,115.64,1155.75,1137.53,1128.99
Lst1,,NM_010734.2,,Endogenous,mRNA,100.00,322.87,360.75,310.31,26.56,17.95,21.43,258.44,343.75,340.19,21.90,19.76,20.07
Lta,,NM_010735.2,,Endogenous,mRNA,100.00,8.73,6.06,9.52,5.59,6.61,6.86,4.15,2.50,6.74,4.06,5.20,3.21
Lta4h,,NM_008517.2,,Endogenous,mRNA,100.00,837.71,832.64,855.74,785.57,626.27,635.90,809.88,794.05,749.99,683.72,694.58,634.35
Ltb,,NM_008518.2,,Endogenous,mRNA,100.00,4.36,10.10,7.62,25.16,20.78,21.43,19.35,12.49,12.35,34.88,21.84,17.67
Ltb4r1,,NM_008519.2,,Endogenous,mRNA,100.00,21.82,15.16,16.18,20.97,15.11,18.85,13.82,16.65,11.23,20.28,10.40,13.65
Ltb4r2,,NM_020490.2,,Endogenous,mRNA,100.00,11.63,12.13,18.09,12.58,17.00,11.14,9.67,18.31,11.23,7.30,14.56,13.65
Ly6c1,,NM_010741.3,,Endogenous,mRNA,100.00,20.36,13.14,13.33,5995.24,5470.19,5537.95,17.97,18.31,23.58,5919.88,6042.19,6594.07
Ly6g,,XM_909927.2,,Endogenous,mRNA,100.00,20.36,12.13,10.47,12.58,9.45,8.57,6.91,15.81,12.35,8.92,19.76,11.24
Mafb,,NM_010658.2,,Endogenous,mRNA,100.00,2182.99,2357.48,2472.03,522.78,553.54,511.63,2516.70,2779.99,3263.82,422.56,506.38,456.90
Maff,,NM_010755.3,,Endogenous,mRNA,100.00,34.90,28.29,35.22,40.54,36.84,19.71,37.32,38.29,33.68,24.33,21.84,20.07
Malt1,,NM_172833.2,,Endogenous,mRNA,100.00,145.44,190.98,337.92,293.54,304.16,301.67,298.52,510.22,285.18,334.97,314.02,314.77
Man2b1,,NM_010764.2,,Endogenous,mRNA,100.00,3359.57,2980.95,2996.51,1404.81,1184.53,1309.50,3196.66,3295.21,3728.64,1320.40,1366.28,1352.22
Map2k1,,NM_008927.3,,Endogenous,mRNA,100.00,911.88,1050.91,1112.75,733.85,593.21,550.20,1189.94,1271.81,1290.03,609.10,542.77,621.51
Map2k2,,NM_023138.4,,Endogenous,mRNA,100.00,750.45,613.37,639.66,1218.90,1146.75,1124.39,573.55,603.44,705.08,1145.21,1118.81,1100.88
Map2k3,,NM_008928.4,,Endogenous,mRNA,100.00,603.56,536.57,540.67,341.07,373.12,395.94,620.54,559.33,638.84,347.13,424.23,388.64
Map2k4,,NM_009157.4,,Endogenous,mRNA,100.00,223.97,235.44,325.54,580.09,504.42,602.47,268.12,391.20,300.90,575.85,590.60,546.83
Map3k14,,NM_016896.3,,Endogenous,mRNA,100.00,55.27,63.66,58.06,58.71,68.96,63.42,63.57,59.93,56.14,73.81,56.15,58.62
Map3k4,,NM_011948.2,,Endogenous,mRNA,100.00,95.99,86.90,105.66,416.55,397.68,411.36,111.95,119.02,116.77,404.72,425.27,372.58
Mapk11,,NM_011161.5,,Endogenous,mRNA,100.00,33.45,17.18,19.99,30.75,28.34,42.85,24.88,19.98,13.47,22.71,28.07,28.10
Mapk12,,NM_013871.3,,Endogenous,mRNA,100.00,10.18,6.06,3.81,25.16,42.51,28.28,13.82,8.32,16.84,24.33,32.23,28.10
Mapk13,,NM_011950.1,,Endogenous,mRNA,100.00,7.27,9.09,4.76,141.18,154.91,163.69,8.29,6.66,2.25,124.09,133.09,141.32
Mapk14,,NM_011951.2,,Endogenous,mRNA,100.00,1151.85,1201.47,1095.61,1306.96,1462.24,1416.63,1048.97,1178.58,1139.59,1364.19,1659.50,1571.43
Marcksl1,,NM_010807.4,,Endogenous,mRNA,100.00,372.32,402.18,390.27,201.29,200.26,182.54,475.42,417.00,517.59,240.88,189.24,163.81
Marco,,NM_010766.2,,Endogenous,mRNA,100.00,21.82,12.13,16.18,19.57,17.95,4.29,11.06,15.81,17.96,10.54,13.52,6.42
Mcm5,,NM_008566.2,,Endogenous,mRNA,100.00,1115.49,1005.44,887.15,95.05,56.68,85.70,1087.67,942.20,1020.58,59.21,79.02,77.89
Mertk,,NM_008587.1,,Endogenous,mRNA,100.00,66.90,93.98,89.48,588.48,638.55,608.47,84.30,127.35,94.31,551.52,539.65,564.49
Met,,NM_008591.1,,Endogenous,mRNA,100.00,10.18,22.23,37.12,1403.41,1588.82,1546.03,19.35,20.81,16.84,1755.12,1558.64,1775.39
Mif,,NM_010798.2,,Endogenous,mRNA,100.00,2456.41,1992.69,2025.60,3565.83,2487.14,2400.47,1862.99,1870.25,1839.06,3065.78,2863.57,2812.84
Mmp10,,NM_019471.2,,Endogenous,mRNA,100.00,14.54,9.09,6.66,12.58,9.45,8.57,16.58,8.32,15.72,15.41,14.56,9.64
Mmp12,,NM_008605.3,,Endogenous,mRNA,100.00,25553.07,24517.54,34203.82,75.48,45.34,89.13,25336.95,44876.93,22534.62,51.10,38.47,42.56
Mmp13,,NM_008607.1,,Endogenous,mRNA,100.00,114.89,169.76,222.74,85.27,59.51,51.42,156.17,247.20,149.33,41.36,77.98,69.06
Mmp19,,NM_021412.2,,Endogenous,mRNA,100.00,216.70,229.38,219.88,20.97,12.28,12.86,157.55,174.79,172.90,8.92,19.76,8.83
Mmp1a,,NM_032006.3,,Endogenous,mRNA,100.00,8.73,15.16,8.57,13.98,17.95,16.28,16.58,4.99,13.47,9.73,13.52,13.65
Mmp8,,NM_008611.4,,Endogenous,mRNA,100.00,46.54,28.29,52.35,5.59,11.34,5.14,26.26,44.95,25.82,2.43,6.24,5.62
Mmp9,,NM_013599.2,,Endogenous,mRNA,100.00,251.60,166.73,175.15,32.15,20.78,15.43,120.24,178.12,159.43,26.76,18.72,13.65
Mob3c,,NM_175308.4,,Endogenous,mRNA,100.00,72.72,71.74,112.32,135.59,134.13,149.98,73.25,122.35,95.43,133.82,154.93,154.17
Mok,,NM_011973.2,,Endogenous,mRNA,100.00,33.45,29.30,41.88,192.90,148.30,166.26,29.02,35.79,35.93,187.35,157.01,172.64
Mpeg1,,NM_010821.1,,Endogenous,mRNA,100.00,8599.62,10932.50,12078.38,370.42,215.37,227.11,12199.27,15394.84,11701.25,248.99,172.60,183.08
Mpo,,NM_010824.2,,Endogenous,mRNA,100.00,16.00,16.17,19.99,13.98,26.45,14.57,15.20,14.15,13.47,12.17,16.64,15.26
Mrc1,,NM_008625.1,,Endogenous,mRNA,100.00,594.83,798.29,818.61,85.27,74.62,80.56,713.13,1022.94,702.84,74.62,86.30,65.84
Mrc2,,NM_008626.3,,Endogenous,mRNA,100.00,11.63,6.06,6.66,72.69,70.85,62.56,17.97,9.99,7.86,54.34,51.99,73.07
Ms4a1,,NM_007641.5,,Endogenous,mRNA,100.00,8.73,14.15,8.57,43.33,36.84,25.71,20.73,8.32,15.72,31.63,21.84,28.10
Ms4a2,,NM_001276330.1,,Endogenous,mRNA,100.00,11.63,8.08,11.42,9.78,12.28,13.71,8.29,15.81,5.61,12.98,13.52,14.45
Msc,,NM_010827.2,,Endogenous,mRNA,100.00,5.82,7.07,5.71,11.18,16.06,9.43,8.29,6.66,13.47,5.68,5.20,7.23
Msh2,,NM_008628.2,,Endogenous,mRNA,100.00,225.43,253.63,267.48,300.53,289.99,269.96,248.77,300.47,286.30,325.23,289.06,285.86
Mx1,,NM_010846.1,,Endogenous,mRNA,100.00,11.63,17.18,29.51,171.93,302.27,230.53,31.79,39.12,51.65,210.87,176.76,217.61
Mx2,,NM_013606.1,,Endogenous,mRNA,100.00,17.45,22.23,27.60,32.15,30.23,42.85,27.64,25.80,34.81,30.82,32.23,48.98
Myc,,NM_010849.4,,Endogenous,mRNA,100.00,317.05,356.70,361.71,83.87,76.51,61.70,378.68,425.32,423.27,48.66,54.07,41.75
Myd88,,NM_010851.2,,Endogenous,mRNA,100.00,545.38,523.43,477.84,167.74,118.08,146.55,503.06,485.25,485.03,128.15,136.21,142.93
Myh4,,NM_010855.2,,Endogenous,mRNA,100.00,17.45,10.10,20.94,6.99,8.50,22.28,9.67,15.81,14.60,9.73,10.40,134.90
Myod1,,NM_010866.2,,Endogenous,mRNA,100.00,8.73,9.09,12.37,22.37,9.45,10.28,11.06,9.99,15.72,5.68,10.40,6.42
Nampt,,NM_021524.1,,Endogenous,mRNA,100.00,395.59,518.38,659.65,2209.95,3102.07,2901.81,769.80,1325.91,738.77,2479.39,2857.33,2846.56
Ncf2,,NM_010877.4,,Endogenous,mRNA,100.00,4488.15,4210.72,4277.74,130.00,99.18,120.84,4200.02,4138.36,4132.83,90.03,92.54,81.10
Ncor1,,NM_011308.2,,Endogenous,mRNA,100.00,157.07,216.25,274.14,1119.65,1011.67,927.28,263.97,354.57,233.53,981.38,879.66,925.03
Ndc80,,NM_023294.2,,Endogenous,mRNA,100.00,23.27,30.31,45.69,20.97,13.22,16.28,31.79,73.25,57.26,10.54,9.36,8.83
Ndufa7,,NM_023202.2,,Endogenous,mRNA,100.00,1756.86,1470.26,1378.32,2493.71,2145.19,1977.96,1312.94,1198.56,1288.91,2123.34,2201.23,2094.97
Nectin1,,NM_021424.2,,Endogenous,mRNA,100.00,16.00,26.27,31.41,356.44,240.87,220.25,48.37,30.80,31.44,284.68,279.70,260.97
