Probe Name,Annotation,Accession #,NS Probe ID,Class Name,Analyte Type,% Samples above Threshold,20190927_RQ-016723_Control-1_01.RCC,20190927_RQ-016723_Control-2_02.RCC,20190927_RQ-016723_Control-3_03.RCC,20190927_RQ-016723_Control-K-1_07.RCC,20190927_RQ-016723_Control-K-2_08.RCC,20190927_RQ-016723_Control-K-3_09.RCC,20190927_RQ-016723_FHKO-1_04.RCC,20190927_RQ-016723_FHKO-2_05.RCC,20190927_RQ-016723_FHKO-3_06.RCC,20190927_RQ-016723_FHKO-K-1_10.RCC,20190927_RQ-016723_FHKO-K-2_11.RCC,20190927_RQ-016723_FHKO-K-3_12.RCC
Hist1h1c,,NM_015786.3,,Endogenous,mRNA,100.00,3422.00,5135.00,4035.00,1945.00,2329.00,2396.00,3830.00,4981.00,3884.00,3112.00,2107.00,2595.00
Hist2h2aa1,,NM_013549.2,,Endogenous,mRNA,100.00,7426.00,9788.00,8082.00,1786.00,2155.00,2351.00,7694.00,9853.00,8124.00,2765.00,2226.00,2897.00
Hivep1,,NM_007772.2,,Endogenous,mRNA,100.00,66.00,100.00,133.00,202.00,294.00,351.00,109.00,272.00,144.00,376.00,258.00,338.00
Hmgb1,,NM_010439.3,,Endogenous,mRNA,100.00,77.00,228.00,300.00,1036.00,1716.00,1850.00,227.00,816.00,328.00,1918.00,1443.00,1811.00
Hnf1b,,NM_009330.2,,Endogenous,mRNA,100.00,6.00,19.00,12.00,2544.00,3717.00,3054.00,13.00,21.00,10.00,4033.00,3250.00,3640.00
Hoxd4,,NM_010469.2,,Endogenous,mRNA,100.00,6.00,12.00,11.00,362.00,554.00,598.00,11.00,20.00,8.00,723.00,523.00,598.00
Hpgd,,NM_008278.2,,Endogenous,mRNA,100.00,128.00,369.00,492.00,468.00,455.00,670.00,522.00,1332.00,872.00,760.00,423.00,550.00
Hpgds,,NM_019455.4,,Endogenous,mRNA,100.00,155.00,288.00,386.00,24.00,34.00,33.00,314.00,1134.00,498.00,38.00,29.00,26.00
Hras,,NM_001130443.1,,Endogenous,mRNA,100.00,665.00,759.00,848.00,715.00,1048.00,1272.00,526.00,820.00,628.00,1208.00,997.00,1206.00
Hspg2,,NM_008305.3,,Endogenous,mRNA,100.00,4.00,7.00,6.00,357.00,446.00,519.00,3.00,7.00,7.00,559.00,455.00,481.00
Icam1,,NM_010493.2,,Endogenous,mRNA,100.00,325.00,453.00,430.00,157.00,221.00,220.00,294.00,523.00,415.00,256.00,176.00,223.00
Icos,,NM_017480.1,,Endogenous,mRNA,100.00,10.00,9.00,7.00,7.00,23.00,20.00,3.00,11.00,6.00,19.00,12.00,14.00
Icosl,,NM_015790.3,,Endogenous,mRNA,100.00,46.00,90.00,74.00,123.00,193.00,212.00,76.00,110.00,91.00,194.00,179.00,189.00
Id1,,NM_010495.2,,Endogenous,mRNA,100.00,71.00,104.00,95.00,329.00,734.00,671.00,150.00,191.00,220.00,696.00,602.00,706.00
Id2,,NM_010496.3,,Endogenous,mRNA,100.00,834.00,1509.00,1960.00,9198.00,12015.00,11143.00,1322.00,3558.00,2326.00,15889.00,10033.00,14628.00
Id3,,NM_008321.2,,Endogenous,mRNA,100.00,110.00,166.00,170.00,323.00,488.00,605.00,261.00,291.00,329.00,606.00,552.00,561.00
Ido1,,NM_008324.1,,Endogenous,mRNA,100.00,5.00,4.00,4.00,10.00,15.00,7.00,5.00,10.00,7.00,8.00,9.00,8.00
Ido2,,NM_145949.2,,Endogenous,mRNA,100.00,8.00,10.00,12.00,78.00,119.00,124.00,6.00,22.00,6.00,141.00,133.00,140.00
Ier3,,NM_133662.2,,Endogenous,mRNA,100.00,57.00,77.00,82.00,198.00,372.00,311.00,74.00,118.00,80.00,378.00,257.00,329.00
Ifit1bl1,,NM_001101605.1,,Endogenous,mRNA,100.00,7.00,18.00,11.00,37.00,68.00,67.00,12.00,19.00,10.00,59.00,43.00,38.00
Ifit1bl2,,NM_053217.2,,Endogenous,mRNA,100.00,7.00,9.00,11.00,19.00,26.00,29.00,6.00,14.00,21.00,28.00,27.00,29.00
Ifna1,,NM_010502.2,,Endogenous,mRNA,100.00,13.00,8.00,13.00,16.00,62.00,48.00,9.00,17.00,11.00,28.00,32.00,33.00
Ifnar1,,NM_010508.1,,Endogenous,mRNA,100.00,726.00,1197.00,1360.00,420.00,589.00,684.00,973.00,1613.00,1201.00,745.00,562.00,760.00
Ifnar2,,NM_001110498.1,,Endogenous,mRNA,100.00,611.00,1010.00,998.00,277.00,444.00,413.00,763.00,1321.00,1074.00,477.00,327.00,456.00
Ifnb1,,NM_010510.1,,Endogenous,mRNA,100.00,13.00,13.00,7.00,17.00,17.00,16.00,7.00,13.00,8.00,8.00,17.00,17.00
Ifng,,NM_008337.1,,Endogenous,mRNA,100.00,5.00,11.00,13.00,17.00,22.00,23.00,7.00,17.00,13.00,10.00,7.00,18.00
Ifngr1,,NM_010511.2,,Endogenous,mRNA,100.00,1189.00,1969.00,2157.00,540.00,653.00,787.00,1603.00,3043.00,2221.00,823.00,604.00,680.00
Igf1,,NM_001111274.1,,Endogenous,mRNA,100.00,634.00,908.00,1087.00,41.00,65.00,76.00,717.00,1762.00,1134.00,61.00,56.00,62.00
Igf2,,NM_010514.3,,Endogenous,mRNA,100.00,7.00,8.00,8.00,10.00,26.00,13.00,7.00,14.00,15.00,20.00,17.00,25.00
Ikbke,,NM_019777.3,,Endogenous,mRNA,100.00,188.00,260.00,326.00,35.00,53.00,57.00,204.00,447.00,284.00,37.00,36.00,43.00
Ikzf1,,NM_009578.2,,Endogenous,mRNA,100.00,231.00,367.00,426.00,44.00,65.00,94.00,305.00,540.00,441.00,89.00,67.00,72.00
Il10,,NM_010548.1,,Endogenous,mRNA,100.00,9.00,23.00,32.00,8.00,8.00,12.00,21.00,33.00,19.00,8.00,9.00,10.00
Il10ra,,NM_008348.2,,Endogenous,mRNA,100.00,389.00,686.00,715.00,53.00,77.00,90.00,523.00,914.00,627.00,88.00,59.00,67.00
Il12a,,NM_008351.1,,Endogenous,mRNA,91.67,8.00,9.00,13.00,6.00,4.00,8.00,6.00,5.00,10.00,5.00,4.00,1.00
Il12b,,NM_001303244.1,,Endogenous,mRNA,100.00,13.00,12.00,11.00,21.00,32.00,32.00,7.00,19.00,6.00,41.00,32.00,52.00
Il13,,NM_008355.2,,Endogenous,mRNA,100.00,15.00,11.00,6.00,13.00,19.00,9.00,10.00,7.00,8.00,8.00,9.00,17.00
Il15,,NM_008357.2,,Endogenous,mRNA,100.00,46.00,81.00,109.00,117.00,208.00,223.00,68.00,180.00,95.00,281.00,194.00,239.00
Il15ra,,NM_008358.2,,Endogenous,mRNA,100.00,10.00,14.00,18.00,85.00,127.00,151.00,14.00,23.00,26.00,133.00,132.00,165.00
Il17ra,,NM_008359.1,,Endogenous,mRNA,100.00,113.00,158.00,175.00,229.00,311.00,357.00,128.00,238.00,192.00,413.00,349.00,440.00
Il18,,NM_008360.1,,Endogenous,mRNA,100.00,42.00,69.00,77.00,65.00,85.00,121.00,44.00,153.00,100.00,89.00,87.00,109.00
Il18r1,,NM_001161842.1,,Endogenous,mRNA,100.00,13.00,18.00,10.00,28.00,43.00,31.00,11.00,13.00,10.00,33.00,21.00,25.00
Il1a,,NM_010554.4,,Endogenous,mRNA,83.33,4.00,5.00,14.00,4.00,2.00,3.00,4.00,10.00,1.00,2.00,1.00,6.00
Il1b,,NM_008361.3,,Endogenous,mRNA,100.00,22.00,32.00,49.00,43.00,55.00,41.00,34.00,63.00,32.00,86.00,58.00,76.00
Il1r1,,NM_001123382.1,,Endogenous,mRNA,100.00,5.00,13.00,3.00,112.00,170.00,185.00,15.00,25.00,15.00,174.00,114.00,139.00
Il1r2,,NM_010555.4,,Endogenous,mRNA,100.00,15.00,9.00,11.00,11.00,25.00,23.00,10.00,6.00,11.00,16.00,16.00,17.00
Il1rap,,NM_134103.2,,Endogenous,mRNA,100.00,40.00,51.00,72.00,77.00,111.00,137.00,51.00,122.00,60.00,181.00,124.00,166.00
Il1rl1,,NM_001025602.2,,Endogenous,mRNA,100.00,29.00,54.00,89.00,11.00,35.00,42.00,40.00,109.00,62.00,33.00,23.00,26.00
Il1rn,,NM_031167.5,,Endogenous,mRNA,100.00,611.00,864.00,1015.00,7.00,7.00,6.00,384.00,646.00,479.00,9.00,6.00,6.00
Il2,,NM_008366.3,,Endogenous,mRNA,100.00,8.00,14.00,9.00,10.00,25.00,24.00,12.00,16.00,11.00,12.00,15.00,15.00
Il21r,,NM_021887.1,,Endogenous,mRNA,100.00,52.00,64.00,97.00,22.00,34.00,30.00,61.00,139.00,79.00,39.00,18.00,27.00
Il22,,NM_016971.1,,Endogenous,mRNA,91.67,5.00,3.00,2.00,3.00,5.00,5.00,4.00,4.00,1.00,4.00,5.00,2.00
Il23a,,NM_031252.1,,Endogenous,mRNA,100.00,9.00,7.00,7.00,9.00,15.00,21.00,11.00,18.00,9.00,8.00,12.00,16.00
Il25,,NM_080729.2,,Endogenous,mRNA,100.00,12.00,5.00,4.00,4.00,7.00,12.00,7.00,3.00,9.00,11.00,9.00,9.00
Il27,,NM_145636.1,,Endogenous,mRNA,100.00,7.00,6.00,6.00,3.00,4.00,4.00,2.00,8.00,11.00,4.00,3.00,2.00
Il27ra,,NM_016671.3,,Endogenous,mRNA,100.00,22.00,24.00,46.00,9.00,15.00,13.00,18.00,35.00,28.00,13.00,13.00,8.00
Il3,,NM_010556.4,,Endogenous,mRNA,100.00,15.00,24.00,26.00,17.00,13.00,18.00,20.00,36.00,19.00,10.00,11.00,9.00
Il33,,NM_133775.1,,Endogenous,mRNA,100.00,7.00,2.00,4.00,109.00,198.00,226.00,12.00,5.00,12.00,232.00,158.00,222.00
Il3ra,,NM_008369.1,,Endogenous,mRNA,100.00,415.00,447.00,488.00,33.00,31.00,32.00,374.00,658.00,367.00,41.00,31.00,42.00
Il4,,NM_021283.1,,Endogenous,mRNA,100.00,6.00,10.00,5.00,3.00,13.00,13.00,7.00,10.00,8.00,10.00,11.00,9.00
Il4i1,,NM_010215.3,,Endogenous,mRNA,100.00,27.00,29.00,36.00,15.00,13.00,17.00,27.00,42.00,25.00,10.00,10.00,10.00
Il4ra,,NM_001008700.3,,Endogenous,mRNA,100.00,172.00,279.00,279.00,172.00,198.00,237.00,202.00,346.00,282.00,257.00,195.00,247.00
Il5,,NM_010558.1,,Endogenous,mRNA,100.00,7.00,5.00,9.00,7.00,8.00,5.00,8.00,14.00,6.00,3.00,2.00,8.00
Il5ra,,NM_008370.2,,Endogenous,mRNA,91.67,6.00,3.00,12.00,20.00,33.00,36.00,5.00,1.00,6.00,55.00,43.00,52.00
Il6,,NM_031168.1,,Endogenous,mRNA,100.00,4.00,8.00,9.00,10.00,16.00,21.00,9.00,7.00,5.00,13.00,7.00,9.00
Il6ra,,NM_010559.2,,Endogenous,mRNA,100.00,187.00,263.00,308.00,78.00,94.00,92.00,254.00,500.00,428.00,93.00,63.00,75.00
Il9,,NM_008373.1,,Endogenous,mRNA,100.00,19.00,12.00,26.00,14.00,15.00,27.00,20.00,16.00,16.00,21.00,15.00,16.00
Insig1,,NM_153526.5,,Endogenous,mRNA,100.00,355.00,576.00,765.00,505.00,737.00,834.00,479.00,955.00,612.00,837.00,736.00,912.00
Insr,,NM_010568.2,,Endogenous,mRNA,100.00,33.00,42.00,54.00,255.00,358.00,381.00,47.00,82.00,43.00,449.00,354.00,450.00
Irf1,,NM_008390.1,,Endogenous,mRNA,100.00,424.00,638.00,649.00,310.00,369.00,414.00,388.00,717.00,518.00,383.00,293.00,527.00
Irf2,,NM_008391.2,,Endogenous,mRNA,100.00,399.00,560.00,679.00,295.00,429.00,500.00,424.00,923.00,738.00,539.00,412.00,521.00
Irf3,,NM_016849.4,,Endogenous,mRNA,100.00,307.00,354.00,376.00,414.00,671.00,713.00,279.00,473.00,359.00,710.00,618.00,745.00
Irf4,,NM_013674.1,,Endogenous,mRNA,100.00,26.00,29.00,46.00,25.00,29.00,27.00,31.00,74.00,51.00,24.00,18.00,24.00
Irf5,,NM_001252382.1,,Endogenous,mRNA,100.00,1313.00,1836.00,1948.00,126.00,165.00,206.00,1396.00,2397.00,1786.00,196.00,152.00,224.00
Irf7,,NM_016850.2,,Endogenous,mRNA,100.00,96.00,148.00,121.00,66.00,92.00,106.00,91.00,133.00,145.00,92.00,77.00,160.00
Irf8,,NM_008320.3,,Endogenous,mRNA,100.00,639.00,919.00,1034.00,157.00,214.00,171.00,672.00,1106.00,807.00,179.00,132.00,174.00
Isg15,,NM_015783.3,,Endogenous,mRNA,100.00,223.00,273.00,307.00,119.00,131.00,140.00,249.00,328.00,310.00,145.00,123.00,261.00
Itga4,,NM_010576.3,,Endogenous,mRNA,100.00,95.00,233.00,384.00,66.00,56.00,81.00,252.00,885.00,380.00,105.00,59.00,50.00
Itga5,,NM_001314041.1,,Endogenous,mRNA,100.00,206.00,201.00,285.00,29.00,53.00,36.00,233.00,371.00,258.00,58.00,34.00,46.00
Itgal,,NM_008400.2,,Endogenous,mRNA,100.00,249.00,338.00,324.00,50.00,68.00,71.00,277.00,508.00,375.00,70.00,56.00,64.00
Itgam,,NM_001082960.1,,Endogenous,mRNA,100.00,2337.00,3608.00,4204.00,28.00,31.00,32.00,2555.00,5246.00,3965.00,33.00,24.00,29.00
Itgax,,NM_021334.2,,Endogenous,mRNA,100.00,662.00,663.00,796.00,22.00,16.00,24.00,451.00,883.00,558.00,20.00,25.00,23.00
Itgb1,,NM_010578.1,,Endogenous,mRNA,100.00,2145.00,3828.00,5128.00,3366.00,4627.00,5437.00,3316.00,7709.00,4249.00,5621.00,4051.00,5149.00
Itgb2,,NM_008404.4,,Endogenous,mRNA,100.00,4251.00,5003.00,5414.00,53.00,57.00,63.00,3267.00,6381.00,4549.00,66.00,45.00,50.00
Itgb7,,NM_013566.2,,Endogenous,mRNA,100.00,58.00,60.00,54.00,27.00,22.00,36.00,70.00,94.00,68.00,41.00,27.00,34.00
Jag1,,NM_013822.2,,Endogenous,mRNA,100.00,88.00,117.00,142.00,166.00,221.00,271.00,104.00,189.00,123.00,265.00,179.00,213.00
Jak3,,NM_010589.5,,Endogenous,mRNA,100.00,60.00,94.00,73.00,96.00,124.00,136.00,71.00,111.00,98.00,142.00,116.00,129.00
Jun,,NM_010591.2,,Endogenous,mRNA,100.00,476.00,781.00,791.00,161.00,291.00,309.00,469.00,1026.00,819.00,344.00,212.00,297.00
Kalrn,,NM_177357.3,,Endogenous,mRNA,100.00,8.00,11.00,15.00,114.00,135.00,142.00,8.00,19.00,9.00,158.00,94.00,144.00
Kcnab1,,NM_010597.3,,Endogenous,mRNA,100.00,8.00,10.00,9.00,30.00,48.00,65.00,9.00,12.00,9.00,40.00,36.00,55.00
Kcnq1ot1,,NR_001461.5,,Endogenous,mRNA,100.00,11.00,18.00,23.00,91.00,109.00,151.00,25.00,39.00,33.00,126.00,109.00,115.00
Kif20a,,NM_009004.3,,Endogenous,mRNA,100.00,267.00,396.00,390.00,27.00,27.00,70.00,340.00,630.00,400.00,54.00,45.00,61.00
Kit,,NM_001122733.1,,Endogenous,mRNA,100.00,5.00,11.00,13.00,43.00,71.00,83.00,9.00,6.00,12.00,89.00,63.00,76.00
Kitl,,NM_013598.1,,Endogenous,mRNA,100.00,124.00,165.00,237.00,226.00,346.00,374.00,236.00,642.00,259.00,391.00,330.00,403.00
Klf10,,NM_013692.2,,Endogenous,mRNA,100.00,155.00,201.00,269.00,96.00,111.00,150.00,148.00,328.00,237.00,163.00,132.00,108.00
Klf4,,NM_010637.3,,Endogenous,mRNA,100.00,70.00,115.00,160.00,79.00,175.00,204.00,121.00,291.00,214.00,138.00,158.00,178.00
Klk1,,NM_010639.7,,Endogenous,mRNA,100.00,18.00,19.00,27.00,56849.00,61224.00,71561.00,17.00,32.00,29.00,82745.00,63728.00,85321.00
Klrk1,,NM_001083322.1,,Endogenous,mRNA,100.00,9.00,12.00,8.00,23.00,16.00,29.00,8.00,22.00,10.00,33.00,16.00,43.00
Krba1,,NM_133922.3,,Endogenous,mRNA,100.00,13.00,22.00,16.00,118.00,149.00,183.00,16.00,25.00,14.00,177.00,139.00,164.00
Lag3,,NM_008479.1,,Endogenous,mRNA,100.00,6.00,6.00,11.00,13.00,19.00,14.00,4.00,12.00,6.00,32.00,11.00,8.00
Lamb2,,NM_008483.3,,Endogenous,mRNA,100.00,18.00,17.00,21.00,343.00,491.00,584.00,13.00,25.00,19.00,526.00,439.00,506.00
Lamb3,,NM_008484.2,,Endogenous,mRNA,100.00,13.00,8.00,10.00,24.00,46.00,27.00,11.00,18.00,13.00,62.00,54.00,35.00
Lamp3,,NM_177356.3,,Endogenous,mRNA,100.00,10.00,11.00,10.00,9.00,15.00,5.00,9.00,9.00,9.00,12.00,10.00,14.00
Laptm5,,NM_010686.3,,Endogenous,mRNA,100.00,9809.00,12419.00,12095.00,212.00,182.00,276.00,8783.00,14686.00,12154.00,222.00,173.00,204.00
Lat,,NM_010689.2,,Endogenous,mRNA,100.00,21.00,25.00,36.00,9.00,6.00,9.00,12.00,26.00,26.00,11.00,5.00,7.00
Lat2,,NM_020044.2,,Endogenous,mRNA,100.00,2755.00,3609.00,3816.00,41.00,45.00,51.00,2245.00,4072.00,2743.00,59.00,44.00,50.00
Ldlr,,NM_010700.2,,Endogenous,mRNA,100.00,462.00,622.00,630.00,147.00,274.00,376.00,498.00,955.00,691.00,309.00,270.00,341.00
Lgals3,,NM_001145953.1,,Endogenous,mRNA,100.00,876.00,1020.00,1174.00,21.00,21.00,31.00,698.00,1347.00,833.00,16.00,11.00,17.00
Lif,,NM_008501.2,,Endogenous,mRNA,100.00,14.00,8.00,9.00,14.00,15.00,28.00,5.00,17.00,8.00,14.00,14.00,12.00
Lipa,,NM_021460.3,,Endogenous,mRNA,100.00,8603.00,12479.00,13623.00,2842.00,3648.00,3783.00,8788.00,16042.00,11129.00,4222.00,3619.00,4922.00
Loxl2,,NM_033325.2,,Endogenous,mRNA,100.00,12.00,16.00,11.00,100.00,131.00,165.00,9.00,18.00,13.00,148.00,105.00,135.00
Lpl,,NM_008509.2,,Endogenous,mRNA,100.00,11918.00,20412.00,30847.00,7112.00,10038.00,10847.00,20408.00,52021.00,29682.00,12272.00,5929.00,8932.00
Lrp5,,NM_008513.3,,Endogenous,mRNA,100.00,124.00,179.00,165.00,497.00,742.00,796.00,136.00,245.00,199.00,836.00,689.00,726.00
Lrp6,,NM_008514.3,,Endogenous,mRNA,100.00,36.00,118.00,142.00,807.00,1271.00,1260.00,112.00,207.00,103.00,1425.00,1094.00,1406.00
Lst1,,NM_010734.2,,Endogenous,mRNA,100.00,222.00,357.00,326.00,19.00,19.00,25.00,187.00,413.00,303.00,27.00,19.00,25.00
Lta,,NM_010735.2,,Endogenous,mRNA,100.00,6.00,6.00,10.00,4.00,7.00,8.00,3.00,3.00,6.00,5.00,5.00,4.00
Lta4h,,NM_008517.2,,Endogenous,mRNA,100.00,576.00,824.00,899.00,562.00,663.00,742.00,586.00,954.00,668.00,843.00,668.00,790.00
Ltb,,NM_008518.2,,Endogenous,mRNA,100.00,3.00,10.00,8.00,18.00,22.00,25.00,14.00,15.00,11.00,43.00,21.00,22.00
Ltb4r1,,NM_008519.2,,Endogenous,mRNA,100.00,15.00,15.00,17.00,15.00,16.00,22.00,10.00,20.00,10.00,25.00,10.00,17.00
Ltb4r2,,NM_020490.2,,Endogenous,mRNA,100.00,8.00,12.00,19.00,9.00,18.00,13.00,7.00,22.00,10.00,9.00,14.00,17.00
Ly6c1,,NM_010741.3,,Endogenous,mRNA,100.00,14.00,13.00,14.00,4289.00,5791.00,6462.00,13.00,22.00,21.00,7299.00,5811.00,8212.00
Ly6g,,XM_909927.2,,Endogenous,mRNA,100.00,14.00,12.00,11.00,9.00,10.00,10.00,5.00,19.00,11.00,11.00,19.00,14.00
Mafb,,NM_010658.2,,Endogenous,mRNA,100.00,1501.00,2333.00,2597.00,374.00,586.00,597.00,1821.00,3340.00,2907.00,521.00,487.00,569.00
Maff,,NM_010755.3,,Endogenous,mRNA,100.00,24.00,28.00,37.00,29.00,39.00,23.00,27.00,46.00,30.00,30.00,21.00,25.00
Malt1,,NM_172833.2,,Endogenous,mRNA,100.00,100.00,189.00,355.00,210.00,322.00,352.00,216.00,613.00,254.00,413.00,302.00,392.00
Man2b1,,NM_010764.2,,Endogenous,mRNA,100.00,2310.00,2950.00,3148.00,1005.00,1254.00,1528.00,2313.00,3959.00,3321.00,1628.00,1314.00,1684.00
Map2k1,,NM_008927.3,,Endogenous,mRNA,100.00,627.00,1040.00,1169.00,525.00,628.00,642.00,861.00,1528.00,1149.00,751.00,522.00,774.00
Map2k2,,NM_023138.4,,Endogenous,mRNA,100.00,516.00,607.00,672.00,872.00,1214.00,1312.00,415.00,725.00,628.00,1412.00,1076.00,1371.00
Map2k3,,NM_008928.4,,Endogenous,mRNA,100.00,415.00,531.00,568.00,244.00,395.00,462.00,449.00,672.00,569.00,428.00,408.00,484.00
Map2k4,,NM_009157.4,,Endogenous,mRNA,100.00,154.00,233.00,342.00,415.00,534.00,703.00,194.00,470.00,268.00,710.00,568.00,681.00
Map3k14,,NM_016896.3,,Endogenous,mRNA,100.00,38.00,63.00,61.00,42.00,73.00,74.00,46.00,72.00,50.00,91.00,54.00,73.00
Map3k4,,NM_011948.2,,Endogenous,mRNA,100.00,66.00,86.00,111.00,298.00,421.00,480.00,81.00,143.00,104.00,499.00,409.00,464.00
Mapk11,,NM_011161.5,,Endogenous,mRNA,100.00,23.00,17.00,21.00,22.00,30.00,50.00,18.00,24.00,12.00,28.00,27.00,35.00
Mapk12,,NM_013871.3,,Endogenous,mRNA,100.00,7.00,6.00,4.00,18.00,45.00,33.00,10.00,10.00,15.00,30.00,31.00,35.00
Mapk13,,NM_011950.1,,Endogenous,mRNA,100.00,5.00,9.00,5.00,101.00,164.00,191.00,6.00,8.00,2.00,153.00,128.00,176.00
Mapk14,,NM_011951.2,,Endogenous,mRNA,100.00,792.00,1189.00,1151.00,935.00,1548.00,1653.00,759.00,1416.00,1015.00,1682.00,1596.00,1957.00
Marcksl1,,NM_010807.4,,Endogenous,mRNA,100.00,256.00,398.00,410.00,144.00,212.00,213.00,344.00,501.00,461.00,297.00,182.00,204.00
Marco,,NM_010766.2,,Endogenous,mRNA,100.00,15.00,12.00,17.00,14.00,19.00,5.00,8.00,19.00,16.00,13.00,13.00,8.00
Mcm5,,NM_008566.2,,Endogenous,mRNA,100.00,767.00,995.00,932.00,68.00,60.00,100.00,787.00,1132.00,909.00,73.00,76.00,97.00
Mertk,,NM_008587.1,,Endogenous,mRNA,100.00,46.00,93.00,94.00,421.00,676.00,710.00,61.00,153.00,84.00,680.00,519.00,703.00
Met,,NM_008591.1,,Endogenous,mRNA,100.00,7.00,22.00,39.00,1004.00,1682.00,1804.00,14.00,25.00,15.00,2164.00,1499.00,2211.00
Mif,,NM_010798.2,,Endogenous,mRNA,100.00,1689.00,1972.00,2128.00,2551.00,2633.00,2801.00,1348.00,2247.00,1638.00,3780.00,2754.00,3503.00
Mmp10,,NM_019471.2,,Endogenous,mRNA,100.00,10.00,9.00,7.00,9.00,10.00,10.00,12.00,10.00,14.00,19.00,14.00,12.00
Mmp12,,NM_008605.3,,Endogenous,mRNA,100.00,17570.00,24263.00,35933.00,54.00,48.00,104.00,18333.00,53917.00,20071.00,63.00,37.00,53.00
Mmp13,,NM_008607.1,,Endogenous,mRNA,100.00,79.00,168.00,234.00,61.00,63.00,60.00,113.00,297.00,133.00,51.00,75.00,86.00
Mmp19,,NM_021412.2,,Endogenous,mRNA,100.00,149.00,227.00,231.00,15.00,13.00,15.00,114.00,210.00,154.00,11.00,19.00,11.00
Mmp1a,,NM_032006.3,,Endogenous,mRNA,100.00,6.00,15.00,9.00,10.00,19.00,19.00,12.00,6.00,12.00,12.00,13.00,17.00
Mmp8,,NM_008611.4,,Endogenous,mRNA,100.00,32.00,28.00,55.00,4.00,12.00,6.00,19.00,54.00,23.00,3.00,6.00,7.00
Mmp9,,NM_013599.2,,Endogenous,mRNA,100.00,173.00,165.00,184.00,23.00,22.00,18.00,87.00,214.00,142.00,33.00,18.00,17.00
Mob3c,,NM_175308.4,,Endogenous,mRNA,100.00,50.00,71.00,118.00,97.00,142.00,175.00,53.00,147.00,85.00,165.00,149.00,192.00
Mok,,NM_011973.2,,Endogenous,mRNA,100.00,23.00,29.00,44.00,138.00,157.00,194.00,21.00,43.00,32.00,231.00,151.00,215.00
Mpeg1,,NM_010821.1,,Endogenous,mRNA,100.00,5913.00,10819.00,12689.00,265.00,228.00,265.00,8827.00,18496.00,10422.00,307.00,166.00,228.00
Mpo,,NM_010824.2,,Endogenous,mRNA,100.00,11.00,16.00,21.00,10.00,28.00,17.00,11.00,17.00,12.00,15.00,16.00,19.00
Mrc1,,NM_008625.1,,Endogenous,mRNA,100.00,409.00,790.00,860.00,61.00,79.00,94.00,516.00,1229.00,626.00,92.00,83.00,82.00
Mrc2,,NM_008626.3,,Endogenous,mRNA,100.00,8.00,6.00,7.00,52.00,75.00,73.00,13.00,12.00,7.00,67.00,50.00,91.00
Ms4a1,,NM_007641.5,,Endogenous,mRNA,100.00,6.00,14.00,9.00,31.00,39.00,30.00,15.00,10.00,14.00,39.00,21.00,35.00
Ms4a2,,NM_001276330.1,,Endogenous,mRNA,100.00,8.00,8.00,12.00,7.00,13.00,16.00,6.00,19.00,5.00,16.00,13.00,18.00
Msc,,NM_010827.2,,Endogenous,mRNA,100.00,4.00,7.00,6.00,8.00,17.00,11.00,6.00,8.00,12.00,7.00,5.00,9.00
Msh2,,NM_008628.2,,Endogenous,mRNA,100.00,155.00,251.00,281.00,215.00,307.00,315.00,180.00,361.00,255.00,401.00,278.00,356.00
Mx1,,NM_010846.1,,Endogenous,mRNA,100.00,8.00,17.00,31.00,123.00,320.00,269.00,23.00,47.00,46.00,260.00,170.00,271.00
Mx2,,NM_013606.1,,Endogenous,mRNA,100.00,12.00,22.00,29.00,23.00,32.00,50.00,20.00,31.00,31.00,38.00,31.00,61.00
Myc,,NM_010849.4,,Endogenous,mRNA,100.00,218.00,353.00,380.00,60.00,81.00,72.00,274.00,511.00,377.00,60.00,52.00,52.00
Myd88,,NM_010851.2,,Endogenous,mRNA,100.00,375.00,518.00,502.00,120.00,125.00,171.00,364.00,583.00,432.00,158.00,131.00,178.00
Myh4,,NM_010855.2,,Endogenous,mRNA,100.00,12.00,10.00,22.00,5.00,9.00,26.00,7.00,19.00,13.00,12.00,10.00,168.00
Myod1,,NM_010866.2,,Endogenous,mRNA,100.00,6.00,9.00,13.00,16.00,10.00,12.00,8.00,12.00,14.00,7.00,10.00,8.00
Nampt,,NM_021524.1,,Endogenous,mRNA,100.00,272.00,513.00,693.00,1581.00,3284.00,3386.00,557.00,1593.00,658.00,3057.00,2748.00,3545.00
Ncf2,,NM_010877.4,,Endogenous,mRNA,100.00,3086.00,4167.00,4494.00,93.00,105.00,141.00,3039.00,4972.00,3681.00,111.00,89.00,101.00
Ncor1,,NM_011308.2,,Endogenous,mRNA,100.00,108.00,214.00,288.00,801.00,1071.00,1082.00,191.00,426.00,208.00,1210.00,846.00,1152.00
Ndc80,,NM_023294.2,,Endogenous,mRNA,100.00,16.00,30.00,48.00,15.00,14.00,19.00,23.00,88.00,51.00,13.00,9.00,11.00
Ndufa7,,NM_023202.2,,Endogenous,mRNA,100.00,1208.00,1455.00,1448.00,1784.00,2271.00,2308.00,950.00,1440.00,1148.00,2618.00,2117.00,2609.00
Nectin1,,NM_021424.2,,Endogenous,mRNA,100.00,11.00,26.00,33.00,255.00,255.00,257.00,35.00,37.00,28.00,351.00,269.00,325.00
